Date,Open,High,Low,Close,Adj Close,Volume
2023/11/21,453.179993,454.130005,451.959991,453.269989,453.269989,49244600
2023/11/20,450.529999,455.130005,450.519989,454.26001,454.26001,69936200
2023/11/17,450.23999,451.420013,449.290009,450.790009,450.790009,83133200
2023/11/16,449.220001,450.559998,448.119995,450.230011,450.230011,66665800
2023/11/15,450.109985,451.380005,448.799988,449.679993,449.679993,77327600
2023/11/14,446.320007,450.059998,446.089996,448.730011,448.730011,97176900
2023/11/13,439.230011,441.329987,438.420013,440.190002,440.190002,52236100
2023/11/10,435.980011,440.929993,433.829987,440.609985,440.609985,89462200
2023/11/9,438.429993,438.470001,433.399994,433.839996,433.839996,83174400
2023/11/8,437.549988,438.089996,434.869995,437.25,437.25,61746000
2023/11/7,435.690002,437.589996,434.51001,436.929993,436.929993,64256100
2023/11/6,435.470001,436.149994,433.679993,435.690002,435.690002,67831700
2023/11/3,433.140015,436.290009,433.01001,434.690002,434.690002,100110800
2023/11/2,426.579987,430.920013,426.559998,430.76001,430.76001,94938900
2023/11/1,419.200012,423.5,418.649994,422.660004,422.660004,98068100
2023/10/31,416.179993,418.529999,414.209991,418.200012,418.200012,79665200
2023/10/30,413.559998,416.679993,412.220001,415.589996,415.589996,86562700
2023/10/27,414.190002,414.600006,409.209991,410.679993,410.679993,107367700
2023/10/26,416.450012,417.329987,411.600006,412.549988,412.549988,115156800
2023/10/25,421.890015,421.920013,417.019989,417.549988,417.549988,94223200
2023/10/24,422.649994,424.820007,420.73999,423.630005,423.630005,78564200
2023/10/23,419.609985,424.450012,417.799988,420.459991,420.459991,92035100
2023/10/20,425.980011,426.540009,421.079987,421.190002,421.190002,123845800
2023/10/19,430.950012,432.820007,425.730011,426.429993,426.429993,121323000
2023/10/18,434.190002,435.179993,429.089996,430.209991,430.209991,93559800
2023/10/17,432.809998,438.140015,432.450012,436.019989,436.019989,75324700
2023/10/16,433.820007,437.140015,433.570007,436.040009,436.040009,75433200
2023/10/13,435.209991,436.450012,429.880005,431.5,431.5,95143100
2023/10/12,436.950012,437.339996,431.230011,433.660004,433.660004,81154200
2023/10/11,435.640015,436.579987,433.179993,436.320007,436.320007,62451700
2023/10/10,432.940002,437.220001,432.529999,434.540009,434.540009,78607300
2023/10/9,427.579987,432.880005,427.01001,432.290009,432.290009,80374400
2023/10/6,421.970001,431.130005,420.600006,429.540009,429.540009,113202700
2023/10/5,424.359985,425.369995,421.170013,424.5,424.5,70142700
2023/10/4,422.070007,425.429993,420.559998,424.660004,424.660004,87453000
2023/10/3,425.059998,427.369995,420.179993,421.589996,421.589996,103760600
2023/10/2,426.619995,428.600006,424.459991,427.309998,427.309998,83798600
2023/9/29,431.670013,431.850006,425.910004,427.480011,427.480011,115078500
2023/9/28,425.480011,430.25,424.869995,428.519989,428.519989,92258300
2023/9/27,427.089996,427.670013,422.290009,426.049988,426.049988,104705800
2023/9/26,429.089996,429.820007,425.019989,425.880005,425.880005,96168400
2023/9/25,429.170013,432.269989,428.720001,432.230011,432.230011,70874500
2023/9/22,432.450012,434.100006,429.98999,430.420013,430.420013,100829700
2023/9/21,435.700012,435.970001,431.230011,431.390015,431.390015,103976100
2023/9/20,444.01001,444.440002,438.429993,438.640015,438.640015,82562600
2023/9/19,442.679993,443.290009,439.940002,442.709991,442.709991,66514600
2023/9/18,443.049988,444.970001,442.559998,443.630005,443.630005,55752200
2023/9/15,447.140015,447.480011,442.920013,443.369995,443.369995,111761400
2023/9/14,449.070007,451.079987,447.720001,450.359985,448.777008,83430800
